step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.59503,2.8071,0.0859375,1,2.5788,2.79088,0.0859375,1,2.60811,2.82019,0.0859375,1,2.56927,2.78134,0.0859375,1,2.54761,2.75968,0.0859375,1,2.58549,2.79757,0.0859375,1,2.59773,2.80981,0.0859375,1,2.58766,2.79973,0.0859375
80,1.51387,1.7289,0.429688,80,1.57028,1.78522,0.429688,80,1.72111,1.93371,0.335938,80,1.67954,1.89352,0.414063,80,1.59345,1.80783,0.398438,80,1.72475,1.93733,0.34375,80,1.58494,1.80008,0.4375,80,1.71886,1.93131,0.304688
159,1.2002,1.41641,0.523438,159,1.23941,1.45607,0.53125,159,1.48155,1.69428,0.421875,159,1.35264,1.56785,0.492188,159,1.29768,1.51329,0.53125,159,1.42319,1.63612,0.484375,159,1.26269,1.4797,0.539063,159,1.40786,1.62056,0.46875
238,0.996836,1.21736,0.617188,238,1.01689,1.23824,0.625,238,1.23885,1.45438,0.546875,238,1.19571,1.41439,0.546875,238,1.05157,1.27129,0.632813,238,1.11234,1.3285,0.578125,238,1.02008,1.24247,0.609375,238,1.11548,1.33131,0.5625
317,0.69314,0.921564,0.734375,317,0.72068,0.950755,0.75,317,0.859358,1.08108,0.710938,317,0.894234,1.11826,0.664063,317,0.639065,0.866107,0.804688,317,0.906258,1.12865,0.648438,317,0.852357,1.08389,0.710938,317,0.803988,1.02593,0.734375
396,0.584541,0.823086,0.75,396,0.502896,0.742311,0.828125,396,0.73286,0.963756,0.78125,396,0.667255,0.899045,0.78125,396,0.441745,0.679067,0.851563,396,0.680707,0.913059,0.773438,396,0.498633,0.74024,0.84375,396,0.677631,0.908338,0.773438
475,0.531037,0.780126,0.820313,475,0.270177,0.51974,0.914063,475,0.444847,0.686459,0.851563,475,0.518947,0.759682,0.859375,475,0.195186,0.442851,0.960938,475,0.450374,0.694134,0.851563,475,0.319942,0.57137,0.875,475,0.502918,0.744278,0.828125
554,0.210957,0.468749,0.921875,554,0.204117,0.461482,0.945313,554,0.377875,0.630394,0.882813,554,0.448473,0.699332,0.828125,554,0.150052,0.406865,0.945313,554,0.439493,0.694469,0.867188,554,0.236207,0.497195,0.953125,554,0.440419,0.693465,0.882813
633,0.165199,0.431187,0.929688,633,0.171426,0.435399,0.945313,633,0.237013,0.501266,0.921875,633,0.395955,0.656993,0.820313,633,0.11492,0.376917,0.96875,633,0.236502,0.502239,0.90625,633,0.200986,0.469045,0.945313,633,0.294488,0.558643,0.945313
712,0.0942584,0.366611,0.96875,712,0.194556,0.462731,0.9375,712,0.17595,0.449844,0.945313,712,0.238233,0.50788,0.921875,712,0.215912,0.485231,0.9375,712,0.299413,0.574572,0.898438,712,0.079557,0.353501,0.992188,712,0.213677,0.485641,0.914063
791,0.343486,0.617827,0.914063,791,0.0713953,0.341648,0.984375,791,0.113108,0.394379,0.960938,791,0.29737,0.575154,0.890625,791,0.0941914,0.365607,0.976563,791,0.211524,0.492027,0.921875,791,0.057172,0.332972,0.984375,791,0.247148,0.525487,0.929688
870,0.110543,0.38724,0.953125,870,0.0892088,0.357719,0.96875,870,0.123403,0.409427,0.953125,870,0.123249,0.406668,0.945313,870,0.109689,0.379034,0.96875,870,0.0761388,0.359575,0.976563,870,0.0784661,0.355785,0.960938,870,0.136944,0.420079,0.953125
949,0.152954,0.430625,0.976563,949,0.206902,0.478344,0.9375,949,0.207209,0.496661,0.921875,949,0.136068,0.423016,0.953125,949,0.0338646,0.304723,0.984375,949,0.0826262,0.369241,0.96875,949,0.0629617,0.340441,0.976563,949,0.0471416,0.333933,0.984375
1028,0.0617195,0.340364,0.984375,1028,0.0283988,0.300364,1.0,1028,0.0648002,0.35727,0.96875,1028,0.0802298,0.369697,0.992188,1028,0.0166252,0.285205,0.992188,1028,0.0932997,0.378761,0.96875,1028,0.0400466,0.315563,1.0,1028,0.11269,0.397285,0.953125
1107,0.0361714,0.31482,0.984375,1107,0.0065569,0.273416,1.0,1107,0.0505116,0.340943,0.984375,1107,0.1057,0.397019,0.96875,1107,0.00191356,0.263717,1.0,1107,0.0691065,0.356683,0.976563,1107,0.0597236,0.335194,0.96875,1107,0.0350194,0.321078,0.992188
